"Plot13"
"Time (sec)","Angular Displacement1 (deg)"
4.64,-19.7186155382414
4.68,-19.8704661983642
4.72,-20.0219224274924
4.76,-20.1729834734408
4.8,-20.3236486245278
4.84,-20.473917209142
4.88,-20.6237885953059
4.92,-20.7732621902366
4.96,-20.9223374399034
5,-21.0710138285839
5.04,-20.9228211298529
5.08,-20.773263108124
5.12,-20.6237886488519
5.16,-20.4739172607833
5.2,-20.3236486753086
5.24,-20.1729835234292
5.28,-20.0219224767023
5.32,-19.8704662468056
5.36,-19.7186155859242
5.4,-19.5663712871765
5.44,-19.4137341850411
5.48,-19.2607051557784
5.52,-19.1072851178481
5.56,-18.9534750323235
5.6,-18.7992759032994
5.64,-18.6446887782956
5.68,-18.489714748655
5.72,-18.334354949936
5.76,-18.1786105622985
5.8,-18.0224828108838
5.84,-17.8659729661881
5.88,-17.7090823444286
5.92,-17.5518123079026
5.96,-17.3941642653387
6,-17.2361396722405
6.04,-17.0777400312216
6.08,-16.9189668923326
6.12,-16.7598218533782
6.16,-16.6003065602262
6.2,-16.4404227071061
6.24,-16.280172036898
6.28,-16.1195563414114
6.32,-15.9585774616533
6.36,-15.7972372880852
6.4,-15.6355377608689
6.44,-15.4734808701011
6.48,-15.3110686560352
6.52,-15.1483032092917
6.56,-14.985186671055
6.6,-14.8217212332593
6.64000000000001,-14.6579091387576
6.68000000000001,-14.4937526814804
6.72000000000001,-14.3292542065791
6.76000000000001,-14.1644161105553
6.80000000000001,-13.9992408413751
6.84000000000001,-13.8337308985692
6.88000000000001,-13.6678888333172
6.92000000000001,-13.5017172485165
6.96000000000001,-13.3352187988356
7.00000000000001,-13.1683961907507
7.04000000000001,-13.0012521825667
7.08000000000001,-12.8337895844209
7.12000000000001,-12.666011258269
7.16000000000001,-12.497920117856
7.20000000000001,-12.3295191286668
7.24000000000001,-12.1608113078615
7.28000000000001,-11.9917997241905
7.32000000000001,-11.8224874978931
7.36000000000001,-11.6528778005767
7.40000000000001,-11.4829738550773
7.44000000000001,-11.3127789352998
7.48000000000001,-11.1422963660432
7.52000000000001,-10.9715295228016
7.56000000000001,-10.8004818315484
7.60000000000001,-10.6291567685004
7.64000000000001,-10.4575578598617
7.68000000000001,-10.2856886815471
7.72000000000001,-10.1135528588889
7.76000000000001,-9.9411540663167
7.80000000000001,-9.76849602702333
7.84000000000001,-9.59558251260756
7.88000000000001,-9.4224173426963
7.92000000000001,-9.24900438454697
7.96000000000001,-9.07534755262878
8.00000000000001,-8.90145080818415
8.04,-8.72731815876658
8.08,-8.55295365776452
8.12,-8.37836140389596
8.16,-8.20354554069041
8.2,-8.02851025594431
8.24,-7.85325978116046
8.28,-7.67779839096404
8.32,-7.50213040250027
8.36,-7.32626017481071
8.4,-7.15019210819055
8.44,-6.97393064352586
8.48,-6.79748026161049
8.51999999999999,-6.62084548244448
8.55999999999999,-6.44403086451283
8.59999999999999,-6.26704100404457
8.63999999999999,-6.0898805342563
8.67999999999999,-5.91255412457091
8.71999999999999,-5.73506647982424
8.75999999999999,-5.55742233945214
8.79999999999999,-5.37962647665724
8.83999999999999,-5.20168369756199
8.87999999999999,-5.02359884034308
8.91999999999999,-4.84537677434854
8.95999999999998,-4.66702239920212
8.99999999999998,-4.48854064388664
9.03999999999998,-4.30993646581708
9.07999999999998,-4.13121484989512
9.11999999999998,-3.9523808075511
9.15999999999998,-3.7734393757728
9.19999999999998,-3.5943956161172
9.23999999999998,-3.41525461371262
9.27999999999998,-3.23602147624886
9.31999999999998,-3.05670133294845
9.35999999999998,-2.87729933353855
9.39999999999998,-2.69782064720128
9.43999999999997,-2.51827046151578
9.47999999999997,-2.33865398139543
9.51999999999997,-2.15897642801054
9.55999999999997,-1.97924303770567
9.59999999999997,-1.79945906090596
9.63999999999997,-1.61962976101863
9.67999999999997,-1.43976041332703
9.71999999999997,-1.2598563038771
9.75999999999997,-1.07992272836035
9.79999999999997,-0.899964990989397
9.83999999999997,-0.719988403371586
9.87999999999997,-0.539998283379658
9.91999999999996,-0.359999954011774
9.95999999999996,-0.179998742259514
9.99999999999996,2.20240234255734e-08
10.04,0.179991007277969
10.08,0.359968881361494
10.12,0.539928312698244
10.16,0.719863971413862
10.2,0.899770530471249
10.24,1.07964266680798
10.28,1.25947506246602
10.32,1.43926240572083
10.36,1.61899939220493
10.4,1.79868072602769
10.44,1.97830112088907
10.48,2.15785530118617
10.52,2.33733800311859
10.56,2.51674397577446
10.5999999999999,2.69606798222412
10.6399999999999,2.87530480059317
10.6799999999999,3.0544492251313
10.7199999999999,3.23349606727234
10.7599999999999,3.4124401566806
10.7999999999999,3.5912763422901
10.8399999999999,3.76999949332897
10.8799999999999,3.94860450033649
10.9199999999999,4.12708627616214
10.9599999999999,4.3054397569557
10.9999999999999,4.48365990314412
11.0399999999999,4.66174170038946
11.0799999999999,4.83968016054288
11.1199999999999,5.01747032256934
11.1599999999999,5.19510725347046
11.1999999999999,5.37258604918639
11.2399999999999,5.5499018354771
11.2799999999999,5.72704976879556
11.3199999999999,5.90402503713867
11.3599999999999,6.08082286088258
11.3999999999999,6.2574384936011
11.4399999999999,6.43386722286341
11.4799999999999,6.61010437101993
11.5199999999999,6.78614529596241
11.5599999999999,6.96198539186894
11.5999999999999,7.13762008993181
11.6399999999999,7.31304485906194
11.6799999999999,7.48825520657706
11.7199999999999,7.66324667886971
11.7599999999999,7.83801486205469
11.7999999999999,8.01255538259731
11.8399999999999,8.1868639079215
11.8799999999999,8.36093614699742
11.9199999999999,8.53476785090961
11.9599999999999,8.70835481340198
11.9999999999999,8.88169287140749
12.0399999999999,9.05477790555253
12.0799999999999,9.22760584064283
12.1199999999999,9.40017264612827
12.1599999999999,9.57247433654783
12.1999999999999,9.74450697195279
12.2399999999999,9.91626665831043
12.2799999999999,10.0877495478865
12.3199999999999,10.2589518396075
12.3599999999999,10.4298697794028
12.3999999999999,10.6004996605258
12.4399999999999,10.7708378238554
12.4799999999999,10.9408806581771
12.5199999999999,11.1106246004441
12.5599999999999,11.2800661360191
12.5999999999999,11.4492017988951
12.6399999999999,11.6180281718984
12.6799999999999,11.7865418868703
12.7199999999999,11.9547396248315
12.7599999999999,12.122618116126
12.7999999999999,12.2901741405472
12.8399999999999,12.4574045274448
12.8799999999999,12.6243061558139
12.9199999999999,12.7908759543654
12.9599999999999,12.957110901579
12.9999999999999,13.1230080257384
13.0399999999999,13.2885644049492
13.0799999999999,13.4537771671398
13.1199999999999,13.6186434900441
13.1599999999999,13.7831606011736
13.1999999999999,13.9473257777624
13.2399999999999,14.1111363467057
13.2799999999999,14.2745896844795
13.3199999999999,14.4376832170448
13.3599999999999,14.6004144197365
13.3999999999999,14.7627808171383
13.4399999999999,14.9247799829431
13.4799999999999,15.0864095397986
13.5199999999999,15.2476671591405
13.5599999999999,15.4085505610109
13.5999999999999,15.5690575138643
13.6399999999999,15.7291858343611
13.6799999999999,15.888933387148
13.7199999999999,16.0482980846267
13.7599999999999,16.2072778867111
13.7999999999999,16.3658708005723
13.8399999999999,16.5240748803735
13.8799999999999,16.6818882269933
13.9199999999999,16.8393089877392
13.9599999999999,16.9963353560504
13.9999999999999,17.1529655711917
14.0399999999999,17.3091979179371
14.0799999999999,17.4650307262451
14.1199999999999,17.6204623709245
14.1599999999999,17.7754912712926
14.1999999999999,17.9301158908245
14.2399999999999,18.0843347367951
14.2799999999999,18.2381463599136
14.3199999999999,18.3915493539506
14.3599999999999,18.5445423553589
14.3999999999999,18.697124042887
14.4399999999999,18.8492931371872
14.4799999999999,19.0010484004172
14.5199999999999,19.1523886358365
14.5599999999999,19.303312687397
14.5999999999999,19.4538194393291
14.6399999999999,19.603907815723
14.6799999999999,19.7535767801047
14.7199999999999,19.9028253350095
14.7599999999999,20.0516525215498
14.7999999999999,20.2000574189803
14.8399999999999,20.3480391442597
14.8799999999999,20.4955968516094
14.9199999999999,20.6427297320684
14.9599999999999,20.7894370130471
15,20.9357179578782
